UPC#12,UPC#11,KEHE#,CUST ITEM#,BRAND,ITEM DESC,SIZE,UOM,PACK,CASE PRICE,RETAIL PRICE,CAT1,CAT2,CAT3,CLASS DESC,DIV DESC,DEPARTMENT,ITEM STATUS,CASE LENGTH,CASE WIDTH,CASE HEIGHT,CASE WEIGHT
607959300061,60795930006,214975,,GAEA NORTH AMER,GAEA NORTH AMERICA OIL OLIVE XVRGN ORG,17.00,FO,6,74.880,17.89,Specialty Groce,OILS & VINEGARS,GREEK,OILS & VINEGARS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000007,5.00,11.500,12.040
093709300205,09370930020,215089,,PAMELAS,PAMELAS MIX CAKE GFWF ND CLSC VAN,21.00,OZ,6,35.220,8.39,NATURAL GROCERY,BAKING INGREDIE,BAKING MIX - CAKE,BAKING INGREDIENTS SUPPLIES,NATURAL GROCERY,100,ACTIVE,0000010,7.63,5.690,8.400
621683921453,62168392145,215145,,TINKYADA,TINKYADA PASTA BRWN RICE LITTLE DR,14.00,OZ,12,37.080,4.49,NATURAL GROCERY,SS PASTA,SHORT CUT PASTA,SS PASTA,NATURAL GROCERY,100,ACTIVE,0000014,13.13,6.750,11.500
729906119424,72990611942,215306,,NATURES PATH,NATURES PATH OATMEAL OLD FASHIONED ORG,18.00,OZ,6,20.280,4.89,Natural Grocery,HOT CEREAL,HOT CEREAL NON INSTA,HOT CEREAL,NATURAL GROCERY,100,ACTIVE,0000010,8.69,7.130,7.500
729906119530,72990611953,215307,,NATURES PATH,NATURES PATH OATMEAL STL CT IRSH ORG,30.00,OZ,6,26.280,6.29,Natural Grocery,HOT CEREAL,HOT CEREAL NON INSTA,HOT CEREAL,NATURAL GROCERY,100,ACTIVE,0000012,8.69,7.130,12.360
052603065030,05260306503,215335,,PACIFIC FOODS,PACIFIC FOODS BEV ALMND UNSWT ORGNL ORG GF,32.00,FO,12,36.960,4.49,Natural Grocery,SS NON DAIRY BE,ALMOND NON DAIRY BEV,SS DAIRY NON DAIRY LIQUID BEV,NATURAL GROCERY,100,ACTIVE,0000014,7.90,8.500,27.500
052603042833,05260304283,215336,,PACIFIC FOODS,PACIFIC FOODS SOUP LSODIUM RSTD PPPR TMO ORG,32.00,OZ,12,49.080,5.89,Natural Grocery,SS SOUP CHILI B,READY TO EAT SOUP,SS SOUP CHILI BROTH STOCK BLLN,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000014,7.90,8.850,27.480
071758200172,07175820017,215414,,FIESTA,FIESTA SSNNG FAJITA,7.000,OZ,6,21.240,5.09,Specialty Groce,AUTHENTIC MEXIC,SPICES SEASONING GRA,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000004,7.00,6.000,3.000
071758200189,07175820018,215415,,FIESTA,FIESTA SSNNG FAJITA NS,5.000,OZ,6,21.240,5.09,Specialty Groce,AUTHENTIC MEXIC,SPICES SEASONING GRA,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000004,6.75,6.250,1.980
071758200325,07175820032,215417,,FIESTA,FIESTA SSNNG FAJITA CHICKEN,7.000,OZ,6,21.240,5.09,Specialty Groce,AUTHENTIC MEXIC,SPICES SEASONING GRA,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000004,7.00,6.000,3.000
071758200332,07175820033,215422,,FIESTA,FIESTA SSNNG SEASON IT ALL,7.000,OZ,6,16.380,3.99,Specialty Groce,AUTHENTIC MEXIC,SPICES SEASONING GRA,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000004,7.00,6.000,3.000
071758201421,07175820142,215427,,FIESTA,FIESTA SSNNG TEXAS STEAK,7.000,OZ,6,16.320,3.89,Specialty Groce,AUTHENTIC MEXIC,SPICES SEASONING GRA,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000004,7.00,6.000,1.980
071758201841,07175820184,215428,,FIESTA,FIESTA SSNNG STEAK GOURMET,5.500,OZ,6,16.320,3.89,Specialty Groce,AUTHENTIC MEXIC,SPICES SEASONING GRA,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000004,7.00,6.000,1.980
071758200448,07175820044,215430,,FIESTA,FIESTA SSNNG LEMON PEPPER,6.000,OZ,6,18.480,4.49,Specialty Groce,AUTHENTIC MEXIC,SPICES SEASONING GRA,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000004,7.00,6.000,1.980
071758201124,07175820112,215433,,FIESTA,FIESTA SSNNG RED CAYENNE PEPPER,4.000,OZ,6,17.820,4.29,Specialty Groce,AUTHENTIC MEXIC,SPICES SEASONING GRA,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000004,7.25,6.000,1.500
071758200943,07175820094,215438,,FIESTA,FIESTA SSNNG PINTO BEAN,4.500,OZ,6,14.280,3.49,Specialty Groce,AUTHENTIC MEXIC,SPICES SEASONING GRA,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000004,7.00,6.000,2.430
854137000606,85413700060,215514,,XOCHITL,XOCHITL CHIP CORN BLUE SLTD ORG,12.00,OZ,10,32.800,4.69,Natural Grocery,CHIPS & PRETZEL,CORN & TORTILLA CHIP,CHIPS & PRETZELS,NATURAL GROCERY,100,ACTIVE,0000023,15.62,12.620,10.200
854137000620,85413700062,215515,,XOCHITL,XOCHITL CHIP CORN WHITE SLTD ORG,12.00,OZ,10,32.800,4.69,Natural Grocery,CHIPS & PRETZEL,CORN & TORTILLA CHIP,CHIPS & PRETZELS,NATURAL GROCERY,100,ACTIVE,0000023,15.62,12.620,10.200
069702900360,06970290036,215555,,SABLE & ROSENFE,SABLE & ROSENFELD TPIPSY OLIVEGRLC VODKA LACE,5.000,OZ,6,25.440,6.09,Specialty Groce,OLIVES PICKLES,OLIVES,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000007,4.75,5.750,5.100
058449777311,05844977731,215597,,NATURES PATH,NATURES PATH CEREAL FLAX PMPKN ORG,12.35,OZ,12,50.280,5.99,Natural Grocery,COLD CEREAL,ADULT & FAMILY CEREA,COLD CEREAL,NATURAL GROCERY,100,ACTIVE,0000015,15.00,11.000,11.750
071403000041,07140300004,215691,,FERRARA,FERRARA ESPRESSO INSTNT,2.000,OZ,12,33.360,3.99,Specialty Groce,COFFEE COCOA CI,SINGLE SERVE COFFEE,COFFEE & HOT CHOCOLATE,SPECIALTY GROCERY,100,ACTIVE,0000005,5.00,5.000,12.000
071146005334,07114600533,215787,,CALBEE,CALBEE CHIP SHRIMP HOT GARLIC,3.300,OZ,12,24.480,2.99,Specialty Groce,CHIPS & PRETZEL,AUTHENTIC,CHIPS & PRETZELS,SPECIALTY GROCERY,100,ACTIVE,0000015,9.50,10.700,3.480
070353301000,07035330100,215860,,BLUE RUNNER,BLUE RUNNER BEAN RED CREAM STYLE,27.00,OZ,12,46.680,5.59,Specialty Groce,SS FRUIT & VEG,CANNED BEANS,SS FRUIT & VEG,SPECIALTY GROCERY,100,ACTIVE,0000014,10.75,6.250,23.000
077208003331,07720800333,215928,,MOUNTAIN VALLEY,MOUNTAIN VALLEY WATER SPRING PET FLTCAP,.500,LT,24,15.840,.99,Natural Grocery,NON CARBONATED,SINGLE SERVE,NON CARBONATED WATER,NATURAL GROCERY,100,ACTIVE,0000015,10.69,8.500,30.330
070796400131,07079640013,215937,,CENTO,CENTO TOMATO WHOLE ORG,28.00,OZ,6,23.040,5.49,Specialty Groce,SS FRUIT & VEG,CANNED TOMATO/TOMATO,SS FRUIT & VEG,SPECIALTY GROCERY,100,ACTIVE,0000005,12.00,8.000,12.600
071672001473,07167200147,216023,,CAFFE D VITA,CAFFE D VITA COCOA INST HOT,16.00,OZ,6,27.120,6.49,Specialty Groce,COFFEE COCOA CI,HOT CHOCOLATE COCOA,COFFEE & HOT CHOCOLATE,SPECIALTY GROCERY,100,ACTIVE,0000012,8.50,5.250,8.000
041570055373,04157005537,216151,,BLUE DIAMOND,BLUE DIAMOND SAUCE SOY WASABI VPCK,16.00,OZ,6,53.100,12.69,Specialty Groce,NUT SEED DRD FR,NUTS,NUT SEED DRD FRUIT TRAIL MIXES,SPECIALTY GROCERY,100,ACTIVE,0000011,9.00,4.250,7.000
836086002207,83608600220,216185,,ORGANIC & PURE,ORGANIC & PURE TEA GREEN,40.00,BG,6,22.380,5.39,Natural Grocery,TEA,GREEN TEA BAG,TEA,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000010,10.75,6.000,2.580
836086002306,83608600230,216186,,ORGANIC & PURE,ORGANIC & PURE TEA WHITE,40.00,BG,6,22.380,5.39,Natural Grocery,TEA,GREEN TEA BAG,TEA,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000010,10.75,6.000,2.520
836086001200,83608600120,216187,,ORGANIC & PURE,ORGANIC & PURE TEA WHITE PPRMNT,18.00,BG,6,13.920,3.39,Natural Grocery,TEA,GREEN TEA BAG,TEA,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000008,6.75,5.750,1.250
836086001507,83608600150,216188,,ORGANIC & PURE,ORGANIC & PURE TEA WHTE LMNGRSS GNGR,18.00,BG,6,13.920,3.39,Natural Grocery,TEA,WHITE TEA BAG,TEA,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000008,6.75,5.750,1.200
836086005109,83608600510,216189,,ORGANIC & PURE,ORGANIC & PURE TEA WHITE,18.00,BG,6,13.920,3.39,Natural Grocery,TEA,GREEN TEA BAG,TEA,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000008,6.75,5.750,1.260
836086001309,83608600130,216190,,ORGANIC & PURE,ORGANIC & PURE TEA GREEN LEMON,18.00,BG,6,13.920,3.39,Natural Grocery,TEA,GREEN TEA BAG,TEA,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000008,6.75,5.750,1.200
836086006106,83608600610,216191,,ORGANIC & PURE,ORGANIC & PURE TEA GREEN DCF,18.00,BG,6,13.920,3.39,Natural Grocery,TEA,GREEN TEA BAG,TEA,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000008,6.75,5.750,1.200
836086006205,83608600620,216192,,ORGANIC & PURE,ORGANIC & PURE TEA GREEN DCF LEMON,18.00,BG,6,13.920,3.39,Natural Grocery,TEA,GREEN TEA BAG,TEA,NATURAL GROCERY,100,ACTIVE,0000008,6.75,5.750,1.200
836086006601,83608600660,216193,,ORGANIC & PURE,ORGANIC & PURE TEA GREEN JASMN,18.00,BG,6,13.920,3.39,Natural Grocery,TEA,GREEN TEA BAG,TEA,NATURAL GROCERY,100,ACTIVE,0000008,6.75,5.500,1.250
836086006809,83608600680,216194,,ORGANIC & PURE,ORGANIC & PURE TEA GREEN,18.00,BG,6,13.920,3.39,Natural Grocery,TEA,GREEN TEA BAG,TEA,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000008,6.75,5.500,1.200
836086008100,83608600810,216195,,ORGANIC & PURE,ORGANIC & PURE TEA HERBL CHAMOMILE,18.00,BG,6,13.920,3.39,Natural Grocery,TEA,HERBAL TEA - BAGS,TEA,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000008,6.75,5.750,1.620
836086008209,83608600820,216196,,ORGANIC & PURE,ORGANIC & PURE TEA HERBL PPRMNT,18.00,BG,6,13.920,3.39,Natural Grocery,TEA,HERBAL TEA - BAGS,TEA,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000008,6.75,5.750,1.200
836086008308,83608600830,216197,,ORGANIC & PURE,ORGANIC & PURE TEA HERBL PEACFL NGHT,18.00,BG,6,13.920,3.39,Natural Grocery,TEA,MEDICINAL TEA - BAGS,TEA,NATURAL GROCERY,100,ACTIVE,0000008,6.75,5.750,1.200
836086008506,83608600850,216198,,ORGANIC & PURE,ORGANIC & PURE TEA HERBL CHAI CNNMN ROOT,18.00,BG,6,13.920,3.39,Natural Grocery,TEA,AFRICAN RED TEA - BA,TEA,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000008,6.75,5.500,1.200
030985004755,03098500475,216295,,DERMA E,DERMA E SKIN BRIGHTEN,2.000,OZ,1,15.350,21.99,Health Body Car,FACE CARE,FACIAL MOISTURIZERS,FACE CARE,HEALTH BODY CARE,100,MANUFACTURER_TEMP_OUT,0000009,6.25,3.000,1.800
097342000041,09734200004,216337,,BEANOS,BEANOS DRSSNG SUBMARINE,8.000,FO,12,26.160,3.19,Specialty Groce,SANDWICH,SANDWICH,SANDWICH,SPECIALTY GROCERY,100,ACTIVE,0000009,8.25,7.500,6.960
041149011458,04114901145,216355,,WILLIAMS,WILLIAMS SSNNG TACO,1.250,OZ,24,18.720,1.19,Specialty Groce,SPICES SEASONIN,GRAVY FOIL MIXES,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000005,8.70,5.060,2.380
075500200014,07550020001,216400,,TEXAS PETE,TEXAS PETE SAUCE HOTTER HOT,6.000,OZ,12,19.920,2.39,Specialty Groce,CONDIMENTS DRES,HOT SAUCE,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000008,5.98,7.630,9.260
075500300011,07550030001,216401,,TEXAS PETE,TEXAS PETE SAUCE HOT GARLIC,6.000,OZ,12,19.920,2.39,Specialty Groce,CONDIMENTS DRES,HOT SAUCE,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000008,6.00,7.500,9.960
654523150287,65452315028,216403,,GRANDPA LUNDQUI,GRANDPA LUNDQUIST BEV GLOGG,25.40,FO,12,88.080,10.49,Specialty Groce,JUICE BLEND,SCANDANVIAN,JUICE BLEND,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000012,9.50,12.250,35.000
073214001231,07321400123,216415,,MEZZETTA,MEZZETTA GIARDINIERA CHCGO MILD,16.00,OZ,6,20.520,4.89,Specialty Groce,OLIVES PICKLES,PICKLED & MARINATED,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000008,5.75,6.500,9.600
073214001248,07321400124,216416,,MEZZETTA,MEZZETTA GIARDINIERA CHCGO HOT,16.00,OZ,6,20.520,4.89,Specialty Groce,OLIVES PICKLES,PICKLED & MARINATED,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000008,5.75,6.500,9.600
770009250200,77000925020,216463,,IF YOU CARE,IF YOU CARE FOIL ALUM RCYLD HVY DTY 30SF,1.000,EA,12,59.520,7.09,General Merchan,PAPER PLASTIC P,PARCHMENT WRAPS FOIL,PAPER PLASTIC PRODUCTS,GENERAL MERCHANDISE,100,ACTIVE,0000005,7.60,16.540,5.700
894771000341,89477100034,216632,,34 DEGREES,34 DEGREES CRISPBREAD NATURAL,4.500,OZ,12,38.160,4.59,Natural Grocery,CRACKERS CRISPB,CRSPBRDS WAFERS CRCK,CRACKERS CRISPBREADS CHIPS,NATURAL GROCERY,100,ACTIVE,0000013,8.20,5.750,4.760
894771000372,89477100037,216633,,34 DEGREES,34 DEGREES CRISPBREAD ROSEMARY,4.500,OZ,12,38.160,4.59,Natural Grocery,CRACKERS CRISPB,CRSPBRDS WAFERS CRCK,CRACKERS CRISPBREADS CHIPS,NATURAL GROCERY,100,ACTIVE,0000013,8.20,5.750,4.760
894771000365,89477100036,216635,,34 DEGREES,34 DEGREES CRISPBREAD CRKD PPPR,4.500,OZ,12,38.160,4.59,Natural Grocery,CRACKERS CRISPB,CRSPBRDS WAFERS CRCK,CRACKERS CRISPBREADS CHIPS,NATURAL GROCERY,100,ACTIVE,0000013,8.20,5.750,4.760
894771000358,89477100035,216636,,34 DEGREES,34 DEGREES CRISPBREAD SESAME,4.500,OZ,12,38.160,4.59,Natural Grocery,CRACKERS CRISPB,CRSPBRDS WAFERS CRCK,CRACKERS CRISPBREADS CHIPS,NATURAL GROCERY,100,ACTIVE,0000013,8.20,5.750,4.760
034300000149,03430000014,216819,,FRANKS,FRANKS SAUERKRAUT JUICE,14.00,FO,12,19.920,2.39,Specialty Groce,SINGLE TYPE JUI,VEGETABLE JUICE,SINGLE TYPE JUICE,SPECIALTY GROCERY,100,ACTIVE,0000011,8.90,4.800,13.000
070670005445,07067000544,216859,,REESE,REESE ARTICHOKE CCKTL ORIGNL,9.900,OZ,12,31.320,3.79,Specialty Groce,OLIVES PICKLES,PICKLED & MARINATED,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000011,8.46,5.550,13.680
070670005452,07067000545,216860,,REESE,REESE ARTICHOKE CCKTL MARINATED,9.900,OZ,12,31.320,3.79,Specialty Groce,OLIVES PICKLES,PICKLED & MARINATED,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000011,8.46,5.550,13.680
608623000829,60862300082,216862,,SYLVIAS,SYLVIAS MIX FRY FISH,10.00,OZ,9,24.120,3.89,Specialty Groce,SPICES SEASONIN,GRAVY FOIL MIXES,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000032,14.00,8.500,38.340
608623000836,60862300083,216863,,SYLVIAS,SYLVIAS MIX FRY CHCKN,10.00,OZ,9,24.120,3.89,Specialty Groce,SPICES SEASONIN,GRAVY FOIL MIXES,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000013,4.50,9.000,38.880
608623001024,60862300102,216865,,SYLVIAS,SYLVIAS MIX COBBLER PEACH,9.000,OZ,9,24.120,3.89,SPECIALTY GROCE,BAKING INGREDIE,BAKING MIX - COBBLER,BAKING INGREDIENTS SUPPLIES,SPECIALTY GROCERY,100,ACTIVE,0000045,5.13,13.750,34.020
648505035006,64850503500,216916,,LUCINI,LUCINI PREM SELECT ORG EVOO 500,17.00,OZ,6,130.800,31.19,Specialty Groce,OILS,OLIVE OILS,OILS & VINEGARS,SPECIALTY GROCERY,100,ACTIVE,0000015,8.50,9.700,11.820
027018099246,02701809924,216930,,GOOD EARTH,GOOD EARTH TEA MATCHA MAKER,18.00,BG,6,18.240,4.99,Natural Grocery,TEA,GREEN TEA BAG,TEA,NATURAL GROCERY,100,ACTIVE,0000008,6.50,5.500,1.320
071998127611,07199812761,216987,,TONY CHACHERES,TONY CHACHERES RICE DNR CREOLE BTTR HERB,7.000,OZ,12,24.360,2.99,Specialty Groce,ENTREE PREPARED,GRAIN & RICE DISHES,ENTREE PREPARED DISHES,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000010,9.50,6.750,6.480
071998127628,07199812762,216988,,TONY CHACHERES,TONY CHACHERES RICE DNR CREOLE YELLOW,7.000,OZ,12,24.360,2.99,Specialty Groce,ENTREE PREPARED,GRAIN & RICE DISHES,ENTREE PREPARED DISHES,SPECIALTY GROCERY,100,ACTIVE,0000010,9.50,6.750,6.480
787135330041,78713533004,216989,,WING TIME,WING TIME SAUCE WING BUFFALO GARLIC,13.00,OZ,6,22.860,5.49,Specialty Groce,CONDIMENTS DRES,WING SAUCE,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000008,11.00,8.500,18.000
070844005073,07084400507,217088,,KA ME,KA ME SAUCE HOISIN,8.000,OZ,6,17.940,4.29,Specialty Groce,CONDIMENTS DRES,MAINSTREAM,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000009,6.87,8.120,12.960
070844005127,07084400512,217089,,KA ME,KA ME SAUCE OYSTER IMPRTD,7.100,FO,6,17.940,4.29,Specialty Groce,CONDIMENTS DRES,MAINSTREAM,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000009,6.87,8.120,12.960
898578000023,89857800002,217097,,UNCLE JOES,UNCLE JOES SAUCE JERK SAUCE,10.00,OZ,12,41.040,5.79,Specialty Groce,CONDIMENTS DRES,SAUCES & MARINADES,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000010,7.50,8.500,15.000
058449410225,05844941022,217151,,NATURES PATH,NATURES PATH TSTR PASTRY WLDBRY ACAI ORG,11.00,OZ,12,41.640,4.99,Natural Grocery,BREAKFAST BARS,BREAKFAST BARS/TOAST,BREAKFAST BARS,NATURAL GROCERY,100,ACTIVE,0000014,8.80,6.250,9.960
074888303034,07488830303,217176,,MAYACAMAS,MAYACAMAS MIX GF GRAVY BROWN,.650,OZ,12,13.680,1.69,NATURAL GROCERY,SPICES SEASONIN,GRAVY FOIL MIXES,SPICES SEASONING GRAVY COATING,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000014,11.50,6.000,7.200
074888303058,07488830305,217177,,MAYACAMAS,MAYACAMAS MIX GF GRAVY TURKEY,.700,OZ,12,13.680,1.69,Natural Grocery,SPICES SEASONIN,GRAVY FOIL MIXES,SPICES SEASONING GRAVY COATING,NATURAL GROCERY,100,ACTIVE,0000014,11.25,6.000,6.000
070491213326,07049121332,217194,,MASTER OF MIXES,MASTER OF MIXES MIX OLD FASHION,33.80,OZ,6,21.420,5.19,Specialty Groce,COCKTAIL MIXERS,DRINK MIXER NON SPAR,COCKTAIL MIXERS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000014,11.25,12.630,35.700
811737007503,81173700750,217222,,DARRELL LEA,DARRELL LEA LICORICE SOFT BLACK,7.000,OZ,8,17.600,3.19,Natural Grocery,CHOCOLATE & NOV,OTHER CANDY,CHOCOLATE & NOVELTY CONFECTION,NATURAL GROCERY,100,ACTIVE,0000006,6.62,11.420,4.560
811737007510,81173700751,217223,,DARRELL LEA,DARRELL LEA LICORICE SOFT STRWBRY,7.000,OZ,8,17.600,3.19,Natural Grocery,CHOCOLATE & NOV,OTHER CANDY,CHOCOLATE & NOVELTY CONFECTION,NATURAL GROCERY,100,ACTIVE,0000018,5.00,10.500,4.160
811737007534,81173700753,217225,,DARRELL LEA,DARRELL LEA LICORICE SOFT MANGO,7.000,OZ,8,17.600,3.19,Natural Grocery,CHOCOLATE & NOV,OTHER CANDY,CHOCOLATE & NOVELTY CONFECTION,NATURAL GROCERY,100,ACTIVE,0000006,6.29,11.420,4.480
071072010150,07107201015,217250,,VIGO,VIGO OLIVE CALAMATA PITTED,7.000,OZ,6,20.280,4.89,Specialty Groce,OLIVES PICKLES,OLIVES,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000005,7.50,6.000,7.430
071072010174,07107201017,217251,,VIGO,VIGO OLIVE CALAMATA,8.000,OZ,6,16.920,4.09,Specialty Groce,OLIVES PICKLES,OLIVES,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000005,7.50,6.000,7.680
024739150010,02473915001,217286,,SHORE LUNCH,SHORE LUNCH MIX BTTR CLSSC FRD CHCKN,9.000,OZ,10,21.900,3.19,Specialty Groce,SPICES SEASONIN,FISH FRY COATINGS,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000010,7.44,7.250,7.920
024739150034,02473915003,217287,,SHORE LUNCH,SHORE LUNCH MIX BTTR BEER,9.000,OZ,10,21.900,3.19,Specialty Groce,SPICES SEASONIN,FISH FRY COATINGS,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000010,7.44,7.250,8.050
074683003023,07468300302,217299,,MAPLE GROVE,MAPLE GROVE SYRUP NTRL BLUEBRY,8.500,OZ,6,15.180,3.69,Specialty Groce,SS DESSERT CONE,DESSERT SAUCE SYRUP,SS DESSERT,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000011,6.75,8.000,16.000
074683003030,07468300303,217300,,MAPLE GROVE,MAPLE GROVE SYRUP NTRL RASPBRY,8.500,OZ,6,15.180,3.69,Specialty Groce,SS DESSERT CONE,DESSERT SAUCE SYRUP,SS DESSERT,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000011,6.75,8.000,11.160
074683003047,07468300304,217301,,MAPLE GROVE,MAPLE GROVE SYRUP NTRL STRAWBRY,8.500,OZ,6,15.180,3.69,Specialty Groce,SS DESSERT CONE,DESSERT SAUCE SYRUP,SS DESSERT,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000011,6.75,8.000,21.480
074683003085,07468300308,217302,,MAPLE GROVE,MAPLE GROVE SYRUP NTRL BOYSENBRY,8.500,OZ,6,15.180,3.69,Specialty Groce,SS DESSERT CONE,DESSERT SAUCE SYRUP,SS DESSERT,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000011,6.75,8.000,16.000
070258041216,07025804121,218074,,DAI DAY,DAI DAY SAUCE DUCK,40.00,OZ,6,26.220,6.29,Specialty Groce,DAILY AND PASSO,CONDIMENTS DRESSINGS,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000014,11.00,7.000,42.000
854285000893,85428500089,218079,,SIMPLY ASIA,SIMPLY ASIA BOWL HT SRV SPCY MONGOLAIN,8.500,OZ,6,27.480,6.59,Specialty Groce,ENTREE PREPARED,MAINSTREAM,SS SOUP CHILI BROTH STOCK BLLN,SPECIALTY GROCERY,100,ACTIVE,0000014,6.69,6.100,4.500
755355008101,75535500810,218122,,GOOD HEALTH,GOOD HEALTH CHIP PTO AVCDO LIME RNCH,5.000,OZ,12,34.440,4.19,Natural Grocery,CHIPS & PRETZEL,POTATO CHIPS,CHIPS & PRETZELS,NATURAL GROCERY,100,ACTIVE,0000011,20.00,10.250,5.250
755355008309,75535500830,218123,,GOOD HEALTH,GOOD HEALTH CHIP PTO AVCDO SEASLT,5.000,OZ,12,34.440,4.19,Natural Grocery,CHIPS & PRETZEL,POTATO CHIPS,CHIPS & PRETZELS,NATURAL GROCERY,100,ACTIVE,0000011,20.00,10.250,5.250
182741000010,18274100001,218162,,NATURAL NECTAR,NATURAL NECTAR CRACKLEBREAD ORGNL WF GF,3.500,OZ,12,34.320,4.09,Natural Grocery,CRACKERS CRISPB,CRISPBREADS WAFERS &,CRACKERS & CRISPBREADS,NATURAL GROCERY,100,ACTIVE,0000017,13.00,5.750,4.800
071828011080,07182801108,218312,,INGLEHOFFER,INGLEHOFFER MUSTARD SQZ DIJON TRDNL,9.000,OZ,6,16.800,4.09,Specialty Groce,CONDIMENTS DRES,MUSTARD,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000007,6.80,4.500,4.680
037466083230,03746608323,218359,,LINDT,LINDT CHOC BAR CLSSC MLK,4.400,OZ,12,33.600,4.09,Specialty Groce,CHOCOLATE & NOV,CHOCOLATE BARS,CHOCOLATE & NOVELTY CONFECTION,SPECIALTY GROCERY,100,ACTIVE,0000014,8.19,8.130,22.800
046900001082,04690000108,218454,,RANCH STYLE,RANCH STYLE BEAN BLACK,15.00,OZ,12,19.320,2.39,Specialty Groce,SS FRUIT & VEG,CANNED BEANS,SS FRUIT & VEG,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000012,9.12,4.560,13.090
074680012943,07468001294,218501,,WOEBER,WOEBER SAUCE SNDWCH PAL SMKY HRSE,16.00,OZ,6,13.500,3.29,Specialty Groce,CONDIMENTS DRES,SAUCES & MARINADES,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000007,6.00,7.500,7.190
074680012905,07468001290,218502,,WOEBER,WOEBER SAUCE SNDWCH PAL WASABI,16.00,OZ,6,13.500,3.29,Specialty Groce,CONDIMENTS DRES,SAUCES & MARINADES,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000007,6.00,7.500,7.140
